ethnicity,name,bam,bai
CDX,HG01797,/vol1/ftp/phase3/data/HG01797/exome_alignment/HG01797.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam,/vol1/ftp/phase3/data/HG01797/exome_alignment/HG01797.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam.bai
FIN,HG00190,/vol1/ftp/phase3/data/HG00190/exome_alignment/HG00190.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam,/vol1/ftp/phase3/data/HG00190/exome_alignment/HG00190.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam.bai
KHV,HG02069,/vol1/ftp/phase3/data/HG02069/exome_alignment/HG02069.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam,/vol1/ftp/phase3/data/HG02069/exome_alignment/HG02069.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam.bai
PEL,HG01939,/vol1/ftp/phase3/data/HG01939/exome_alignment/HG01939.mapped.ILLUMINA.bwa.PEL.exome.20120522.bam,/vol1/ftp/phase3/data/HG01939/exome_alignment/HG01939.mapped.ILLUMINA.bwa.PEL.exome.20120522.bam.bai
LWK,NA19350,/vol1/ftp/phase3/data/NA19350/exome_alignment/NA19350.mapped.ILLUMINA.bwa.LWK.exome.20120522.bam,/vol1/ftp/phase3/data/NA19350/exome_alignment/NA19350.mapped.ILLUMINA.bwa.LWK.exome.20120522.bam.bai
MXL,NA19770,/vol1/ftp/phase3/data/NA19770/exome_alignment/NA19770.mapped.ILLUMINA.bwa.MXL.exome.20120522.bam,/vol1/ftp/phase3/data/NA19770/exome_alignment/NA19770.mapped.ILLUMINA.bwa.MXL.exome.20120522.bam.bai
YRI,NA19147,/vol1/ftp/phase3/data/NA19147/exome_alignment/NA19147.mapped.ILLUMINA.bwa.YRI.exome.20121211.bam,/vol1/ftp/phase3/data/NA19147/exome_alignment/NA19147.mapped.ILLUMINA.bwa.YRI.exome.20121211.bam.bai
GIH,NA21123,/vol1/ftp/phase3/data/NA21123/exome_alignment/NA21123.mapped.ILLUMINA.bwa.GIH.exome.20130415.bam,/vol1/ftp/phase3/data/NA21123/exome_alignment/NA21123.mapped.ILLUMINA.bwa.GIH.exome.20130415.bam.bai
MSL,HG03436,/vol1/ftp/phase3/data/HG03436/exome_alignment/HG03436.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03436/exome_alignment/HG03436.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai
CLM,HG01498,/vol1/ftp/phase3/data/HG01498/exome_alignment/HG01498.mapped.ILLUMINA.bwa.CLM.exome.20120522.bam,/vol1/ftp/phase3/data/HG01498/exome_alignment/HG01498.mapped.ILLUMINA.bwa.CLM.exome.20120522.bam.bai
CDX,HG00864,/vol1/ftp/phase3/data/HG00864/exome_alignment/HG00864.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam,/vol1/ftp/phase3/data/HG00864/exome_alignment/HG00864.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam.bai
LWK,NA19473,/vol1/ftp/phase3/data/NA19473/exome_alignment/NA19473.mapped.ILLUMINA.bwa.LWK.exome.20120522.bam,/vol1/ftp/phase3/data/NA19473/exome_alignment/NA19473.mapped.ILLUMINA.bwa.LWK.exome.20120522.bam.bai
JPT,NA18989,/vol1/ftp/phase3/data/NA18989/exome_alignment/NA18989.mapped.ILLUMINA.bwa.JPT.exome.20120522.bam,/vol1/ftp/phase3/data/NA18989/exome_alignment/NA18989.mapped.ILLUMINA.bwa.JPT.exome.20120522.bam.bai
STU,HG03643,/vol1/ftp/phase3/data/HG03643/exome_alignment/HG03643.mapped.ILLUMINA.bwa.STU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03643/exome_alignment/HG03643.mapped.ILLUMINA.bwa.STU.exome.20130415.bam.bai
STU,HG03685,/vol1/ftp/phase3/data/HG03685/exome_alignment/HG03685.mapped.ILLUMINA.bwa.STU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03685/exome_alignment/HG03685.mapped.ILLUMINA.bwa.STU.exome.20130415.bam.bai
KHV,HG02040,/vol1/ftp/phase3/data/HG02040/exome_alignment/HG02040.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam,/vol1/ftp/phase3/data/HG02040/exome_alignment/HG02040.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam.bai
KHV,HG02087,/vol1/ftp/phase3/data/HG02087/exome_alignment/HG02087.mapped.ILLUMINA.bwa.KHV.exome.20130415.bam,/vol1/ftp/phase3/data/HG02087/exome_alignment/HG02087.mapped.ILLUMINA.bwa.KHV.exome.20130415.bam.bai
MXL,NA19669,/vol1/ftp/phase3/data/NA19669/exome_alignment/NA19669.mapped.ILLUMINA.bwa.MXL.exome.20120522.bam,/vol1/ftp/phase3/data/NA19669/exome_alignment/NA19669.mapped.ILLUMINA.bwa.MXL.exome.20120522.bam.bai
GIH,NA21126,/vol1/ftp/phase3/data/NA21126/exome_alignment/NA21126.mapped.ILLUMINA.bwa.GIH.exome.20121211.bam,/vol1/ftp/phase3/data/NA21126/exome_alignment/NA21126.mapped.ILLUMINA.bwa.GIH.exome.20121211.bam.bai
ITU,HG03727,/vol1/ftp/phase3/data/HG03727/exome_alignment/HG03727.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03727/exome_alignment/HG03727.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
PUR,HG01111,/vol1/ftp/phase3/data/HG01111/exome_alignment/HG01111.mapped.ILLUMINA.bwa.PUR.exome.20120522.bam,/vol1/ftp/phase3/data/HG01111/exome_alignment/HG01111.mapped.ILLUMINA.bwa.PUR.exome.20120522.bam.bai
GIH,NA20849,/vol1/ftp/phase3/data/NA20849/exome_alignment/NA20849.mapped.ILLUMINA.bwa.GIH.exome.20120522.bam,/vol1/ftp/phase3/data/NA20849/exome_alignment/NA20849.mapped.ILLUMINA.bwa.GIH.exome.20120522.bam.bai
CEU,NA11894,/vol1/ftp/phase3/data/NA11894/exome_alignment/NA11894.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam,/vol1/ftp/phase3/data/NA11894/exome_alignment/NA11894.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam.bai
CHB,NA18748,/vol1/ftp/phase3/data/NA18748/exome_alignment/NA18748.mapped.ILLUMINA.bwa.CHB.exome.20130415.bam,/vol1/ftp/phase3/data/NA18748/exome_alignment/NA18748.mapped.ILLUMINA.bwa.CHB.exome.20130415.bam.bai
ACB,HG02555,/vol1/ftp/phase3/data/HG02555/exome_alignment/HG02555.mapped.ILLUMINA.bwa.ACB.exome.20130415.bam,/vol1/ftp/phase3/data/HG02555/exome_alignment/HG02555.mapped.ILLUMINA.bwa.ACB.exome.20130415.bam.bai
GWD,HG02573,/vol1/ftp/phase3/data/HG02573/exome_alignment/HG02573.mapped.ILLUMINA.bwa.GWD.exome.20130415.bam,/vol1/ftp/phase3/data/HG02573/exome_alignment/HG02573.mapped.ILLUMINA.bwa.GWD.exome.20130415.bam.bai
CDX,HG01810,/vol1/ftp/phase3/data/HG01810/exome_alignment/HG01810.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam,/vol1/ftp/phase3/data/HG01810/exome_alignment/HG01810.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam.bai
YRI,NA19204,/vol1/ftp/phase3/data/NA19204/exome_alignment/NA19204.mapped.ILLUMINA.bwa.YRI.exome.20120522.bam,/vol1/ftp/phase3/data/NA19204/exome_alignment/NA19204.mapped.ILLUMINA.bwa.YRI.exome.20120522.bam.bai
CEU,NA12776,/vol1/ftp/phase3/data/NA12776/exome_alignment/NA12776.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam,/vol1/ftp/phase3/data/NA12776/exome_alignment/NA12776.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam.bai
MXL,NA19684,/vol1/ftp/phase3/data/NA19684/exome_alignment/NA19684.mapped.ILLUMINA.bwa.MXL.exome.20120522.bam,/vol1/ftp/phase3/data/NA19684/exome_alignment/NA19684.mapped.ILLUMINA.bwa.MXL.exome.20120522.bam.bai
ITU,HG04219,/vol1/ftp/phase3/data/HG04219/exome_alignment/HG04219.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG04219/exome_alignment/HG04219.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
STU,HG03680,/vol1/ftp/phase3/data/HG03680/exome_alignment/HG03680.mapped.ILLUMINA.bwa.STU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03680/exome_alignment/HG03680.mapped.ILLUMINA.bwa.STU.exome.20130415.bam.bai
JPT,NA19070,/vol1/ftp/phase3/data/NA19070/exome_alignment/NA19070.mapped.ILLUMINA.bwa.JPT.exome.20120522.bam,/vol1/ftp/phase3/data/NA19070/exome_alignment/NA19070.mapped.ILLUMINA.bwa.JPT.exome.20120522.bam.bai
CLM,HG01492,/vol1/ftp/phase3/data/HG01492/exome_alignment/HG01492.mapped.ILLUMINA.bwa.CLM.exome.20120522.bam,/vol1/ftp/phase3/data/HG01492/exome_alignment/HG01492.mapped.ILLUMINA.bwa.CLM.exome.20120522.bam.bai
GWD,HG02595,/vol1/ftp/phase3/data/HG02595/exome_alignment/HG02595.mapped.ILLUMINA.bwa.GWD.exome.20130415.bam,/vol1/ftp/phase3/data/HG02595/exome_alignment/HG02595.mapped.ILLUMINA.bwa.GWD.exome.20130415.bam.bai
GBR,HG00154,/vol1/ftp/phase3/data/HG00154/exome_alignment/HG00154.mapped.ILLUMINA.bwa.GBR.exome.20120522.bam,/vol1/ftp/phase3/data/HG00154/exome_alignment/HG00154.mapped.ILLUMINA.bwa.GBR.exome.20120522.bam.bai
CLM,HG01447,/vol1/ftp/phase3/data/HG01447/exome_alignment/HG01447.mapped.ILLUMINA.bwa.CLM.exome.20130415.bam,/vol1/ftp/phase3/data/HG01447/exome_alignment/HG01447.mapped.ILLUMINA.bwa.CLM.exome.20130415.bam.bai
ACB,HG02577,/vol1/ftp/phase3/data/HG02577/exome_alignment/HG02577.mapped.ILLUMINA.bwa.ACB.exome.20130415.bam,/vol1/ftp/phase3/data/HG02577/exome_alignment/HG02577.mapped.ILLUMINA.bwa.ACB.exome.20130415.bam.bai
MSL,HG03084,/vol1/ftp/phase3/data/HG03084/exome_alignment/HG03084.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam,/vol1/ftp/phase3/data/HG03084/exome_alignment/HG03084.mapped.ILLUMINA.bwa.MSL.exome.20121211.bam.bai
CEU,NA12283,/vol1/ftp/phase3/data/NA12283/exome_alignment/NA12283.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam,/vol1/ftp/phase3/data/NA12283/exome_alignment/NA12283.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam.bai
CEU,NA11992,/vol1/ftp/phase3/data/NA11992/exome_alignment/NA11992.mapped.ILLUMINA.bwa.CEU.exome.20130415.bam,/vol1/ftp/phase3/data/NA11992/exome_alignment/NA11992.mapped.ILLUMINA.bwa.CEU.exome.20130415.bam.bai
KHV,HG01847,/vol1/ftp/phase3/data/HG01847/exome_alignment/HG01847.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam,/vol1/ftp/phase3/data/HG01847/exome_alignment/HG01847.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam.bai
ESN,HG03139,/vol1/ftp/phase3/data/HG03139/exome_alignment/HG03139.mapped.ILLUMINA.bwa.ESN.exome.20130415.bam,/vol1/ftp/phase3/data/HG03139/exome_alignment/HG03139.mapped.ILLUMINA.bwa.ESN.exome.20130415.bam.bai
GBR,HG00257,/vol1/ftp/phase3/data/HG00257/exome_alignment/HG00257.mapped.ILLUMINA.bwa.GBR.exome.20121211.bam,/vol1/ftp/phase3/data/HG00257/exome_alignment/HG00257.mapped.ILLUMINA.bwa.GBR.exome.20121211.bam.bai
CHS,HG00524,/vol1/ftp/phase3/data/HG00524/exome_alignment/HG00524.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam,/vol1/ftp/phase3/data/HG00524/exome_alignment/HG00524.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam.bai
GBR,HG00103,/vol1/ftp/phase3/data/HG00103/exome_alignment/HG00103.mapped.ILLUMINA.bwa.GBR.exome.20120522.bam,/vol1/ftp/phase3/data/HG00103/exome_alignment/HG00103.mapped.ILLUMINA.bwa.GBR.exome.20120522.bam.bai
MSL,HG03095,/vol1/ftp/phase3/data/HG03095/exome_alignment/HG03095.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03095/exome_alignment/HG03095.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai
YRI,NA18502,/vol1/ftp/phase3/data/NA18502/exome_alignment/NA18502.mapped.ILLUMINA.bwa.YRI.exome.20130415.bam,/vol1/ftp/phase3/data/NA18502/exome_alignment/NA18502.mapped.ILLUMINA.bwa.YRI.exome.20130415.bam.bai
BEB,HG03934,/vol1/ftp/phase3/data/HG03934/exome_alignment/HG03934.mapped.ILLUMINA.bwa.BEB.exome.20130422.bam,/vol1/ftp/phase3/data/HG03934/exome_alignment/HG03934.mapped.ILLUMINA.bwa.BEB.exome.20130422.bam.bai
CDX,HG01031,/vol1/ftp/phase3/data/HG01031/exome_alignment/HG01031.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam,/vol1/ftp/phase3/data/HG01031/exome_alignment/HG01031.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam.bai
CDX,HG02392,/vol1/ftp/phase3/data/HG02392/exome_alignment/HG02392.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam,/vol1/ftp/phase3/data/HG02392/exome_alignment/HG02392.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam.bai
BEB,HG04161,/vol1/ftp/phase3/data/HG04161/exome_alignment/HG04161.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam,/vol1/ftp/phase3/data/HG04161/exome_alignment/HG04161.mapped.ILLUMINA.bwa.BEB.exome.20130415.bam.bai
STU,HG03898,/vol1/ftp/phase3/data/HG03898/exome_alignment/HG03898.mapped.ILLUMINA.bwa.STU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03898/exome_alignment/HG03898.mapped.ILLUMINA.bwa.STU.exome.20130415.bam.bai
IBS,HG01623,/vol1/ftp/phase3/data/HG01623/exome_alignment/HG01623.mapped.ILLUMINA.bwa.IBS.exome.20130415.bam,/vol1/ftp/phase3/data/HG01623/exome_alignment/HG01623.mapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai
KHV,HG01858,/vol1/ftp/phase3/data/HG01858/exome_alignment/HG01858.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam,/vol1/ftp/phase3/data/HG01858/exome_alignment/HG01858.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam.bai
GBR,HG02215,/vol1/ftp/phase3/data/HG02215/exome_alignment/HG02215.mapped.ILLUMINA.bwa.GBR.exome.20120522.bam,/vol1/ftp/phase3/data/HG02215/exome_alignment/HG02215.mapped.ILLUMINA.bwa.GBR.exome.20120522.bam.bai
ACB,HG02256,/vol1/ftp/phase3/data/HG02256/exome_alignment/HG02256.mapped.ILLUMINA.bwa.ACB.exome.20130415.bam,/vol1/ftp/phase3/data/HG02256/exome_alignment/HG02256.mapped.ILLUMINA.bwa.ACB.exome.20130415.bam.bai
LWK,NA19310,/vol1/ftp/phase3/data/NA19310/exome_alignment/NA19310.mapped.ILLUMINA.bwa.LWK.exome.20130422.bam,/vol1/ftp/phase3/data/NA19310/exome_alignment/NA19310.mapped.ILLUMINA.bwa.LWK.exome.20130422.bam.bai
IBS,HG01768,/vol1/ftp/phase3/data/HG01768/exome_alignment/HG01768.mapped.ILLUMINA.bwa.IBS.exome.20130415.bam,/vol1/ftp/phase3/data/HG01768/exome_alignment/HG01768.mapped.ILLUMINA.bwa.IBS.exome.20130415.bam.bai
GBR,HG00232,/vol1/ftp/phase3/data/HG00232/exome_alignment/HG00232.mapped.ILLUMINA.bwa.GBR.exome.20120522.bam,/vol1/ftp/phase3/data/HG00232/exome_alignment/HG00232.mapped.ILLUMINA.bwa.GBR.exome.20120522.bam.bai
PJL,HG02603,/vol1/ftp/phase3/data/HG02603/exome_alignment/HG02603.mapped.ILLUMINA.bwa.PJL.exome.20130415.bam,/vol1/ftp/phase3/data/HG02603/exome_alignment/HG02603.mapped.ILLUMINA.bwa.PJL.exome.20130415.bam.bai
LWK,NA19445,/vol1/ftp/phase3/data/NA19445/exome_alignment/NA19445.mapped.ILLUMINA.bwa.LWK.exome.20130415.bam,/vol1/ftp/phase3/data/NA19445/exome_alignment/NA19445.mapped.ILLUMINA.bwa.LWK.exome.20130415.bam.bai
CLM,HG01497,/vol1/ftp/phase3/data/HG01497/exome_alignment/HG01497.mapped.ILLUMINA.bwa.CLM.exome.20120522.bam,/vol1/ftp/phase3/data/HG01497/exome_alignment/HG01497.mapped.ILLUMINA.bwa.CLM.exome.20120522.bam.bai
GWD,HG02814,/vol1/ftp/phase3/data/HG02814/exome_alignment/HG02814.mapped.ILLUMINA.bwa.GWD.exome.20130415.bam,/vol1/ftp/phase3/data/HG02814/exome_alignment/HG02814.mapped.ILLUMINA.bwa.GWD.exome.20130415.bam.bai
GIH,NA21124,/vol1/ftp/phase3/data/NA21124/exome_alignment/NA21124.mapped.ILLUMINA.bwa.GIH.exome.20130415.bam,/vol1/ftp/phase3/data/NA21124/exome_alignment/NA21124.mapped.ILLUMINA.bwa.GIH.exome.20130415.bam.bai
CHS,HG00650,/vol1/ftp/phase3/data/HG00650/exome_alignment/HG00650.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam,/vol1/ftp/phase3/data/HG00650/exome_alignment/HG00650.mapped.ILLUMINA.bwa.CHS.exome.20120522.bam.bai
ASW,NA20294,/vol1/ftp/phase3/data/NA20294/exome_alignment/NA20294.mapped.ILLUMINA.bwa.ASW.exome.20120522.bam,/vol1/ftp/phase3/data/NA20294/exome_alignment/NA20294.mapped.ILLUMINA.bwa.ASW.exome.20120522.bam.bai
PEL,HG02291,/vol1/ftp/phase3/data/HG02291/exome_alignment/HG02291.mapped.ILLUMINA.bwa.PEL.exome.20120522.bam,/vol1/ftp/phase3/data/HG02291/exome_alignment/HG02291.mapped.ILLUMINA.bwa.PEL.exome.20120522.bam.bai
TSI,NA20795,/vol1/ftp/phase3/data/NA20795/exome_alignment/NA20795.mapped.ILLUMINA.bwa.TSI.exome.20121211.bam,/vol1/ftp/phase3/data/NA20795/exome_alignment/NA20795.mapped.ILLUMINA.bwa.TSI.exome.20121211.bam.bai
STU,HG03642,/vol1/ftp/phase3/data/HG03642/exome_alignment/HG03642.mapped.ILLUMINA.bwa.STU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03642/exome_alignment/HG03642.mapped.ILLUMINA.bwa.STU.exome.20130415.bam.bai
PJL,HG02780,/vol1/ftp/phase3/data/HG02780/exome_alignment/HG02780.mapped.ILLUMINA.bwa.PJL.exome.20130415.bam,/vol1/ftp/phase3/data/HG02780/exome_alignment/HG02780.mapped.ILLUMINA.bwa.PJL.exome.20130415.bam.bai
CEU,NA12878,/vol1/ftp/phase3/data/NA12878/exome_alignment/NA12878.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam,/vol1/ftp/phase3/data/NA12878/exome_alignment/NA12878.mapped.ILLUMINA.bwa.CEU.exome.20121211.bam.bai
YRI,NA19201,/vol1/ftp/phase3/data/NA19201/exome_alignment/NA19201.mapped.ILLUMINA.bwa.YRI.exome.20121211.bam,/vol1/ftp/phase3/data/NA19201/exome_alignment/NA19201.mapped.ILLUMINA.bwa.YRI.exome.20121211.bam.bai
TSI,NA20525,/vol1/ftp/phase3/data/NA20525/exome_alignment/NA20525.mapped.ILLUMINA.bwa.TSI.exome.20130422.bam,/vol1/ftp/phase3/data/NA20525/exome_alignment/NA20525.mapped.ILLUMINA.bwa.TSI.exome.20130422.bam.bai
MXL,NA19780,/vol1/ftp/phase3/data/NA19780/exome_alignment/NA19780.mapped.ILLUMINA.bwa.MXL.exome.20120522.bam,/vol1/ftp/phase3/data/NA19780/exome_alignment/NA19780.mapped.ILLUMINA.bwa.MXL.exome.20120522.bam.bai
KHV,HG02017,/vol1/ftp/phase3/data/HG02017/exome_alignment/HG02017.mapped.ILLUMINA.bwa.KHV.exome.20130415.bam,/vol1/ftp/phase3/data/HG02017/exome_alignment/HG02017.mapped.ILLUMINA.bwa.KHV.exome.20130415.bam.bai
KHV,HG01595,/vol1/ftp/phase3/data/HG01595/exome_alignment/HG01595.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam,/vol1/ftp/phase3/data/HG01595/exome_alignment/HG01595.mapped.ILLUMINA.bwa.KHV.exome.20120522.bam.bai
ASW,NA19703,/vol1/ftp/phase3/data/NA19703/exome_alignment/NA19703.mapped.ILLUMINA.bwa.ASW.exome.20120522.bam,/vol1/ftp/phase3/data/NA19703/exome_alignment/NA19703.mapped.ILLUMINA.bwa.ASW.exome.20120522.bam.bai
CLM,HG01432,/vol1/ftp/phase3/data/HG01432/exome_alignment/HG01432.mapped.ILLUMINA.bwa.CLM.exome.20130415.bam,/vol1/ftp/phase3/data/HG01432/exome_alignment/HG01432.mapped.ILLUMINA.bwa.CLM.exome.20130415.bam.bai
ASW,NA19713,/vol1/ftp/phase3/data/NA19713/exome_alignment/NA19713.mapped.ILLUMINA.bwa.ASW.exome.20120522.bam,/vol1/ftp/phase3/data/NA19713/exome_alignment/NA19713.mapped.ILLUMINA.bwa.ASW.exome.20120522.bam.bai
CHB,NA18614,/vol1/ftp/phase3/data/NA18614/exome_alignment/NA18614.mapped.ILLUMINA.bwa.CHB.exome.20130415.bam,/vol1/ftp/phase3/data/NA18614/exome_alignment/NA18614.mapped.ILLUMINA.bwa.CHB.exome.20130415.bam.bai
CDX,HG02407,/vol1/ftp/phase3/data/HG02407/exome_alignment/HG02407.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam,/vol1/ftp/phase3/data/HG02407/exome_alignment/HG02407.mapped.ILLUMINA.bwa.CDX.exome.20120522.bam.bai
FIN,HG00187,/vol1/ftp/phase3/data/HG00187/exome_alignment/HG00187.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam,/vol1/ftp/phase3/data/HG00187/exome_alignment/HG00187.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam.bai
YRI,NA19118,/vol1/ftp/phase3/data/NA19118/exome_alignment/NA19118.mapped.ILLUMINA.bwa.YRI.exome.20130415.bam,/vol1/ftp/phase3/data/NA19118/exome_alignment/NA19118.mapped.ILLUMINA.bwa.YRI.exome.20130415.bam.bai
PJL,HG02652,/vol1/ftp/phase3/data/HG02652/exome_alignment/HG02652.mapped.ILLUMINA.bwa.PJL.exome.20130415.bam,/vol1/ftp/phase3/data/HG02652/exome_alignment/HG02652.mapped.ILLUMINA.bwa.PJL.exome.20130415.bam.bai
STU,HG03692,/vol1/ftp/phase3/data/HG03692/exome_alignment/HG03692.mapped.ILLUMINA.bwa.STU.exome.20130422.bam,/vol1/ftp/phase3/data/HG03692/exome_alignment/HG03692.mapped.ILLUMINA.bwa.STU.exome.20130422.bam.bai
ACB,HG02309,/vol1/ftp/phase3/data/HG02309/exome_alignment/HG02309.mapped.ILLUMINA.bwa.ACB.exome.20120522.bam,/vol1/ftp/phase3/data/HG02309/exome_alignment/HG02309.mapped.ILLUMINA.bwa.ACB.exome.20120522.bam.bai
PUR,HG01066,/vol1/ftp/phase3/data/HG01066/exome_alignment/HG01066.mapped.ILLUMINA.bwa.PUR.exome.20120522.bam,/vol1/ftp/phase3/data/HG01066/exome_alignment/HG01066.mapped.ILLUMINA.bwa.PUR.exome.20120522.bam.bai
ITU,HG04209,/vol1/ftp/phase3/data/HG04209/exome_alignment/HG04209.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam,/vol1/ftp/phase3/data/HG04209/exome_alignment/HG04209.mapped.ILLUMINA.bwa.ITU.exome.20130415.bam.bai
TSI,NA20806,/vol1/ftp/phase3/data/NA20806/exome_alignment/NA20806.mapped.ILLUMINA.bwa.TSI.exome.20121211.bam,/vol1/ftp/phase3/data/NA20806/exome_alignment/NA20806.mapped.ILLUMINA.bwa.TSI.exome.20121211.bam.bai
STU,HG03895,/vol1/ftp/phase3/data/HG03895/exome_alignment/HG03895.mapped.ILLUMINA.bwa.STU.exome.20130415.bam,/vol1/ftp/phase3/data/HG03895/exome_alignment/HG03895.mapped.ILLUMINA.bwa.STU.exome.20130415.bam.bai
LWK,NA19324,/vol1/ftp/phase3/data/NA19324/exome_alignment/NA19324.mapped.ILLUMINA.bwa.LWK.exome.20120522.bam,/vol1/ftp/phase3/data/NA19324/exome_alignment/NA19324.mapped.ILLUMINA.bwa.LWK.exome.20120522.bam.bai
MXL,NA19795,/vol1/ftp/phase3/data/NA19795/exome_alignment/NA19795.mapped.ILLUMINA.bwa.MXL.exome.20130415.bam,/vol1/ftp/phase3/data/NA19795/exome_alignment/NA19795.mapped.ILLUMINA.bwa.MXL.exome.20130415.bam.bai
MSL,HG03401,/vol1/ftp/phase3/data/HG03401/exome_alignment/HG03401.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam,/vol1/ftp/phase3/data/HG03401/exome_alignment/HG03401.mapped.ILLUMINA.bwa.MSL.exome.20130415.bam.bai
FIN,HG00336,/vol1/ftp/phase3/data/HG00336/exome_alignment/HG00336.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam,/vol1/ftp/phase3/data/HG00336/exome_alignment/HG00336.mapped.ILLUMINA.bwa.FIN.exome.20120522.bam.bai
KHV,HG01860,/vol1/ftp/phase3/data/HG01860/exome_alignment/HG01860.mapped.ILLUMINA.bwa.KHV.exome.20121211.bam,/vol1/ftp/phase3/data/HG01860/exome_alignment/HG01860.mapped.ILLUMINA.bwa.KHV.exome.20121211.bam.bai
CHB,NA18642,/vol1/ftp/phase3/data/NA18642/exome_alignment/NA18642.mapped.ILLUMINA.bwa.CHB.exome.20130415.bam,/vol1/ftp/phase3/data/NA18642/exome_alignment/NA18642.mapped.ILLUMINA.bwa.CHB.exome.20130415.bam.bai
TSI,NA20758,/vol1/ftp/phase3/data/NA20758/exome_alignment/NA20758.mapped.ILLUMINA.bwa.TSI.exome.20121211.bam,/vol1/ftp/phase3/data/NA20758/exome_alignment/NA20758.mapped.ILLUMINA.bwa.TSI.exome.20121211.bam.bai
ACB,HG02330,/vol1/ftp/phase3/data/HG02330/exome_alignment/HG02330.mapped.ILLUMINA.bwa.ACB.exome.20120522.bam,/vol1/ftp/phase3/data/HG02330/exome_alignment/HG02330.mapped.ILLUMINA.bwa.ACB.exome.20120522.bam.bai
MXL,NA19732,/vol1/ftp/phase3/data/NA19732/exome_alignment/NA19732.mapped.ILLUMINA.bwa.MXL.exome.20120522.bam,/vol1/ftp/phase3/data/NA19732/exome_alignment/NA19732.mapped.ILLUMINA.bwa.MXL.exome.20120522.bam.bai
PEL,HG02147,/vol1/ftp/phase3/data/HG02147/exome_alignment/HG02147.mapped.ILLUMINA.bwa.PEL.exome.20120522.bam,/vol1/ftp/phase3/data/HG02147/exome_alignment/HG02147.mapped.ILLUMINA.bwa.PEL.exome.20120522.bam.bai
GBR,HG00235,/vol1/ftp/phase3/data/HG00235/exome_alignment/HG00235.mapped.ILLUMINA.bwa.GBR.exome.20130415.bam,/vol1/ftp/phase3/data/HG00235/exome_alignment/HG00235.mapped.ILLUMINA.bwa.GBR.exome.20130415.bam.bai
